Title,Director,Type,My Rating,Average Rating,Date Watched,Date Added,Language,Genre,Status,URL
Neerja,Ram Madhvani,Movie,3,3.9,2/4/2017,2/4/2017,Hindi,Biography,Watched,
Udta Punjab,Abhishek Chaubey,Movie,4,3.9,2/4/2017,2/4/2017,Hindi,Romance,Watched,
Barbershop,Tim Story,Movie,4,3.2,1/15/2017,1/15/2017,English,Comedy,Watched,
The Infiltrator,Brad Furman,Movie,5,3.5,1/14/2017,1/14/2017,English,Thriller,Watched,
A Most Violent Year,J.C. Chandor,Movie,4,3.5,1/13/2017,1/13/2017,English,Thriller,Watched,
Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,Movie,2,4.4,1/8/2017,1/8/2017,English,Fantasy,Watched,
Star Wars: Episode VI - Return of the Jedi,Richard Marquand,Movie,2,4.2,1/8/2017,1/8/2017,English,Fantasy,Watched,
Star Wars,George Lucas,Movie,4,4.3,1/8/2017,1/8/2017,English,Fantasy,Watched,
The Fall,Allan Cubitt,Series,4,4.1,1/8/2017,1/8/2017,English,Thriller,Watched,
Sully,Clint Eastwood,Movie,4,3.8,12/30/2016,12/30/2016,English,Biography,Watched,
La La Land,Damien Chazelle,Movie,4,4.0,12/29/2016,12/29/2016,English,Romance,Watched,
Rogue One,Gareth Edwards,Movie,4,3.9,12/29/2016,12/29/2016,English,Thriller,Watched,
Suicide Squad,David Ayer,Movie,1,3.1,12/26/2016,12/26/2016,English,Fantasy,Watched,
Caddyshack,Harold Ramis,Movie,1,3.7,12/20/2016,12/20/2016,English,Comedy,Watched,
Arrival,Denis Villeneuve,Movie,5,4.0,12/20/2016,12/20/2016,English,Sci-Fi,Watched,
Stranger Things,"Matt Duffer, Ross Duffer",Series,5,4.5,12/4/2016,12/4/2016,English,Sci-Fi,Watched,
Citizenfour,Laura Poitras,Movie,5,4.1,11/17/2016,11/17/2016,English,"Documentary, Biography",Watched,
Eye in the Sky,Gavin Hood,Movie,5,3.7,11/13/2016,11/13/2016,English,War,Watched,
Sicario,Denis Villeneuve,Movie,4,3.8,11/10/2016,11/10/2016,English,Thriller,Watched,
Jo Jeeta Wohi Sikandar,Mansoor Khan,Movie,4,4.1,10/30/2016,10/30/2016,Hindi,Romance,Watched,
Sholay,Ramesh Sippy,Movie,4,4.1,10/30/2016,10/30/2016,Hindi,Drama,Watched,
Dheepan,Jacques Audiard,Movie,5,3.6,10/30/2016,10/30/2016,French,Drama,Watched,
Daredevil,Drew Goddard,Series,3,4.4,10/29/2016,10/29/2016,English,Fantasy,Watched,
Raman Raghav 2.0,Anurag Kashyap,Movie,4,3.7,10/23/2016,10/23/2016,Hindi,Thriller,Watched,
The Pentagon Wars,Richard Benjamin,Movie,4,3.7,10/18/2016,10/18/2016,English,War,Watched,
Room,Lenny Abrahamson,Movie,5,4.1,10/8/2016,10/8/2016,English,Drama,Watched,
Pink,Aniruddha Roy Chowdhury,Movie,4,4.1,10/3/2016,10/3/2016,Hindi,Drama,Watched,
Margarita with a Straw,"Shonali Bose, Nilesh Maniyar",Movie,2,3.7,9/12/2016,9/12/2016,Hindi,Drama,Watched,
St. Vincent,Theodore Melfi,Movie,4,3.7,9/8/2016,9/8/2016,English,Comedy,Watched,
Cartel Land,Matthew Heineman,Movie,5,3.7,8/29/2016,8/29/2016,English,Documentary,Watched,
Mean Streets,Martin Scorsese,Movie,1,3.7,8/27/2016,8/27/2016,English,Crime,Watched,
The Night Manager,David Farr,Series,5,4.1,8/27/2016,8/27/2016,English,Thriller,Watched,
Airlift,Raja Menon,Movie,4,4.1,8/24/2016,8/24/2016,Hindi,Drama,Watched,
Zodiac,David Fincher,Movie,5,3.9,8/24/2016,8/24/2016,English,Thriller,Watched,
Side Effects,Steven Soderbergh,Movie,3,3.6,8/21/2016,8/21/2016,English,Thriller,Watched,
Three Kings,David O. Russell,Movie,4,3.6,8/18/2016,8/18/2016,English,War,Watched,
Fight Club,David Fincher,Movie,4,4.4,8/11/2016,8/11/2016,English,Thriller,Watched,
Heaven,Tom Tykwer,Movie,4,3.6,8/11/2016,8/11/2016,English,Thriller,Watched,
Pawn Sacrifice,Edward Zwick,Movie,4,3.5,8/9/2016,8/9/2016,English,Biography,Watched,
Spotlight,Tom McCarthy,Movie,5,4.1,8/3/2016,8/3/2016,English,History,Watched,
Masaan,Neeraj Ghaywan,Movie,4,4.1,8/1/2016,8/1/2016,Hindi,Romance,Watched,
Calvary,John Michael McDonagh,Movie,4,3.7,8/1/2016,8/1/2016,English,Drama,Watched,
Quills,Philip Kaufman,Movie,5,3.7,7/24/2016,7/24/2016,English,Drama,Watched,
The Tailor of Panama,John Boorman,Movie,3,3.1,7/23/2016,7/23/2016,English,Thriller,Watched,
Top Five,Chris Rock,Movie,5,3.2,7/22/2016,7/22/2016,English,Comedy,Watched,
Election,Alexander Payne,Movie,3,3.7,7/16/2016,7/16/2016,English,Comedy,Watched,
Searching for Bobby Fischer,Steven Zaillian,Movie,4,3.8,7/16/2016,7/16/2016,English,Biography,Watched,
The Lincoln Lawyer,Brad Furman,Movie,3,3.7,7/15/2016,7/15/2016,English,Thriller,Watched,
Empire Falls,Richard Russo,Series,1,3.7,7/13/2016,7/13/2016,English,Drama,Watched,
99 Homes,Ramin Bahrani,Movie,4,3.6,7/9/2016,7/9/2016,English,Drama,Watched,
Finding Dory,"Andrew Stanton, Angus MacLane",Movie,1,3.7,7/2/2016,7/2/2016,English,Comedy,Watched,
Talvar,Meghna Gulzar,Movie,4,4.1,6/27/2016,6/27/2016,Hindi,Thriller,Watched,
The Replacements,Howard Deutch,Movie,3,3.3,5/30/2016,5/30/2016,English,Sport,Watched,
All the Way,Jay Roach,Movie,4,3.7,5/27/2016,5/27/2016,English,Biography,Watched,
Ballers,Stephen Levinson,Series,5,3.8,5/2/2016,5/2/2016,English,Comedy,Watched,
House of Games,David Mamet,Movie,4,3.7,4/24/2016,4/24/2016,English,Thriller,Watched,
Selma,Ava DuVernay,Movie,5,3.8,4/11/2016,4/11/2016,English,History,Watched,
Zootopia,"Rich Moore, Jared Bush, Byron Howard",Movie,4,4.0,3/26/2016,3/26/2016,English,Comedy,Watched,
Confessions of a Dangerous Mind,George Clooney,Movie,2,3.6,3/25/2016,3/25/2016,English,Biography,Watched,
Bridge of Spies,Steven Spielberg,Movie,3,3.8,3/23/2016,3/23/2016,English,War,Watched,
Filmistaan,Nitin Kakkar,Movie,3,3.7,2/27/2016,2/27/2016,English,Comedy,Watched,
The Big Short,Adam McKay,Movie,4,3.9,2/25/2016,2/25/2016,English,Biography,Watched,
Better Call Saul,"Vince Gilligan, Peter Gould",Series,5,4.4,2/25/2016,2/25/2016,English,Thriller,Watched,
Chittagong,Bedabrata Pain,Movie,1,3.7,2/22/2016,2/22/2016,Hindi,War,Watched,
Katiyabaaz,"Fahad Mustafa, Deepti Kakkar",Movie,5,3.9,2/22/2016,2/22/2016,English,"Documentary, Biography",Watched,
Mission: Impossible - Rogue Nation,Christopher McQuarrie,Movie,4,3.7,2/14/2016,2/14/2016,English,Thriller,Watched,
August: Osage County,John Wells,Movie,4,3.6,2/14/2016,2/14/2016,English,Drama,Watched,
Frank,Lenny Abrahamson,Movie,3,3.5,2/10/2016,2/10/2016,English,Comedy,Watched,
Mr. Robot,Sam Esmail,Series,3,4.3,2/7/2016,2/7/2016,English,Thriller,Watched,
Dum Laga Ke Haisha,Sharat Katariya,Movie,3,3.8,2/7/2016,2/7/2016,Hindi,Comedy,Watched,
Meet the Patels,"Ravi Patel, Geeta Patel",Movie,3,3.6,2/7/2016,2/7/2016,English,"Documentary, Romance",Watched,
Beasts of No Nation,Cary Joji Fukunaga,Movie,5,3.9,2/1/2016,2/1/2016,English,War,Watched,
Spider-Man,Sam Raimi,Movie,3,3.7,1/23/2016,1/23/2016,English,Fantasy,Watched,
Draft Day,Ivan Reitman,Movie,3,3.4,1/23/2016,1/23/2016,English,Sport,Watched,
The Big Year,David Frankel,Movie,4,3.1,1/23/2016,1/23/2016,English,Comedy,Watched,
India's Daughter,Leslee Udwin,Movie,5,4.1,1/23/2016,1/23/2016,Hindi,"Documentary, Biography",Watched,
The Revenant,Alejandro Innaritu,Movie,4,4.0,1/21/2016,1/21/2016,English,Western,Watched,
The Sopranos,David Chase,Series,4,4.6,1/19/2016,1/19/2016,English,Crime,Watched,
The Martian,Ridley Scott,Movie,4,4.0,1/19/2016,1/19/2016,English,Sci-Fi,Watched,
Some Like It Hot,Billy Wilder,Movie,5,4.1,12/30/2015,12/30/2015,English,Comedy,Watched,
Star Wars: Episode VII - The Force Awakens,J.J. Abrams,Movie,1,4.0,12/24/2015,12/24/2015,English,Fantasy,Watched,
Brooklyn,John Crowley,Movie,4,3.8,11/28/2015,11/28/2015,English,Romance,Watched,
Blood Simple,"Joel Coen, Ethan Coen",Movie,4,3.8,11/22/2015,11/22/2015,English,Thriller,Watched,
Dumb and Dumber,"Peter Farrelly, Bobby Farrelly",Movie,3,3.7,11/5/2015,11/5/2015,English,Comedy,Watched,
Wayward Pines,Chad Hodge,Series,2,3.8,10/30/2015,10/30/2015,English,Sci-Fi,Watched,
About Elly,Asghar Farhadi,Movie,5,4.0,10/13/2015,10/13/2015,Persian,Drama,Watched,
Nobody Knows,Hirokazu Koreeda,Movie,5,4.1,9/28/2015,9/28/2015,English,Drama,Watched,
Black Mass,Scott Cooper,Movie,4,3.5,9/24/2015,9/24/2015,English,Crime,Watched,
City of God,"Katia Lund, Fernando Meirelles",Movie,5,4.3,9/19/2015,9/19/2015,Portuguese,Drama,Watched,
Mardaani,Pradeep Sarkar,Movie,3,3.7,9/17/2015,9/17/2015,Hindi,Thriller,Watched,
The Drop,Michael R. Roskam,Movie,3,3.6,9/13/2015,9/13/2015,English,Thriller,Watched,
Gone Girl,David Fincher,Movie,4,4.1,9/10/2015,9/10/2015,English,Thriller,Watched,
The Great Dictator,Charles Chaplin,Movie,3,4.3,9/7/2015,9/7/2015,English,Comedy,Watched,
The Theory of Everything,James Marsh,Movie,3,3.9,9/7/2015,9/7/2015,English,Biography,Watched,
Piku,Shoojit Sircar,Movie,2,3.8,9/4/2015,9/4/2015,English,Comedy,Watched,
Hot Fuzz,Edgar Wright,Movie,3,4.0,9/4/2015,9/4/2015,English,Comedy,Watched,
Birdman or (The Unexpected Virtue of Ignorance),Alejandro Innaritu,Movie,5,3.9,8/31/2015,8/31/2015,English,Drama,Watched,
The Skin I live in,Pedro Almodovar,Movie,3,3.8,8/30/2015,8/30/2015,Spanish,Drama,Watched,
The Brink,"Roberto Benabib, Kim Benabib",Series,4,3.9,8/29/2015,8/29/2015,English,Comedy,Watched,
Queen,Vikas Bahl,Movie,3,4.1,8/24/2015,8/24/2015,Hindi,Drama,Watched,
Finding Fanny,Homi Adajania,Movie,3,2.9,8/24/2015,8/24/2015,Hindi,Romance,Watched,
How to Train Your Dragon,"Dean DeBlois, Chris Sanders",Movie,4,4.1,8/24/2015,8/24/2015,English,Fantasy,Watched,
Aamir,Raj Kumar Gupta,Movie,4,3.9,8/24/2015,8/24/2015,English,Thriller,Watched,
Ant-Man,Peyton Reed,Movie,4,3.7,8/20/2015,8/20/2015,English,Sci-Fi,Watched,
Interstellar,Christopher Nolan,Movie,4,4.3,8/18/2015,8/18/2015,English,Sci-Fi,Watched,
Focus,"Glenn Ficarra, John Requa",Movie,4,3.3,8/18/2015,8/18/2015,English,Romance,Watched,
Ugly,Anurag Kashyap,Movie,5,4.1,8/18/2015,8/18/2015,Hindi,Thriller,Watched,
Burn After Reading,"Joel Coen, Ethan Coen",Movie,5,3.5,8/18/2015,8/18/2015,English,Comedy,Watched,
No Smoking,Anurag Kashyap,Movie,5,3.6,8/15/2015,8/15/2015,Hindi,Drama,Watched,
Drishyam,Nishikant Kamat,Movie,3,4.2,8/12/2015,8/12/2015,Hindi,Thriller,Watched,
Detective Byomkesh Bakshy!,Dibakar Banerjee,Movie,4,3.8,8/8/2015,8/8/2015,Hindi,Thriller,Watched,
NH10,Navdeep Singh,Movie,4,3.6,8/6/2015,8/6/2015,Hindi,Thriller,Watched,
Bombay Velvet,Anurag Kashyap,Movie,1,2.9,8/5/2015,8/5/2015,Hindi,Thriller,Watched,
Miller's Crossing,"Joel Coen, Ethan Coen",Movie,4,3.9,7/20/2015,7/20/2015,English,Thriller,Watched,
Kingsman: The Secret Service,Matthew Vaughn,Movie,3,3.9,7/15/2015,7/15/2015,English,Thriller,Watched,
Ex Machina,Alex Garland,Movie,4,3.9,7/15/2015,7/15/2015,English,Sci-Fi,Watched,
The Judge,David Dobkin,Movie,4,3.7,7/15/2015,7/15/2015,English,Drama,Watched,
Cache,Michael Haneke,Movie,4,3.7,7/15/2015,7/15/2015,French,Thriller,Watched,
Shahid,Hansal Mehta,Movie,5,4.2,7/10/2015,7/10/2015,Hindi,Biography,Watched,
A Most Wanted Man,Anton Corbijn,Movie,5,3.4,7/4/2015,7/4/2015,English,Thriller,Watched,
Goodfellas,Martin Scorsese,Movie,3,4.4,7/3/2015,7/3/2015,English,Crime,Watched,
Casablanca,Michael Curtiz,Movie,3,4.3,7/3/2015,7/3/2015,English,Romance,Watched,
Schindler's List,Steven Spielberg,Movie,4,4.5,7/3/2015,7/3/2015,English,War,Watched,
"The Good, the bad and the ugly",Sergio Leone,Movie,4,4.5,7/3/2015,7/3/2015,English,Western,Watched,
The Matrix,"Lilly Wachowski, Lana Wachowski",Movie,4,4.4,7/3/2015,7/3/2015,English,Sci-Fi,Watched,
One Flew Over the Cuckoo's Nest,Milos Forman,Movie,4,4.4,7/3/2015,7/3/2015,English,Drama,Watched,
The Silence of the Lambs,Jonathan Demme,Movie,4,4.3,7/3/2015,7/3/2015,English,Thriller,Watched,
Life is Beautiful,Roberto Benigni,Movie,4,4.3,7/3/2015,7/3/2015,Italian,Comedy,Watched,
The Lord of the Rings: The Return of the King,Peter Jackson,Movie,5,4.5,7/3/2015,7/3/2015,English,Fantasy,Watched,
12 Angry Men,Sidney Lumet,Movie,5,4.5,7/3/2015,7/3/2015,English,Drama,Watched,
The Usual Suspects,Bryan Singer,Movie,5,4.3,7/3/2015,7/3/2015,English,Thriller,Watched,
Toy Story,John Lasseter,Movie,5,4.2,7/3/2015,7/3/2015,English,Comedy,Watched,
Toy Story 3,Lee Unkrich,Movie,5,4.2,7/3/2015,7/3/2015,English,Comedy,Watched,
Sherlock,"Mark Gatiss, Steven Moffat",Series,4,4.6,7/1/2015,7/1/2015,English,Thriller,Watched,
Breaking Bad,Vince Gilligan,Series,5,4.8,7/1/2015,7/1/2015,English,Crime,Watched,
True Detective,Cary Joji Fukunaga,Series,5,4.5,7/1/2015,7/1/2015,English,Thriller,Watched,
Leon,Luc Besson,Movie,1,4.3,6/21/2015,6/21/2015,French,Thriller,Watched,
Without a Clue,Thom Eberhardt,Movie,4,3.5,6/21/2015,6/21/2015,English,Comedy,Watched,
Inside Out,"Pete Docter, Ronnie Del Carmen",Movie,5,4.1,6/21/2015,6/21/2015,English,Comedy,Watched,
The Casual Vacancy,Sarah Phelps,Series,3,3.3,6/1/2015,6/1/2015,English,Drama,Watched,
The Last King of Scotland,Kevin Macdonald,Movie,4,3.9,5/30/2015,5/30/2015,English,Biography,Watched,
Olive Kitteridge,Jane Anderson,Series,5,4.2,5/24/2015,5/24/2015,English,Drama,Watched,
Inglourious Basterds,"Quentin Tarantino, Eli Roth",Movie,4,4.2,5/18/2015,5/18/2015,English,War,Watched,
Avengers: Age of Ultron,Joss Whedon,Movie,1,3.7,5/16/2015,5/16/2015,English,Fantasy,Watched,
Foxcatcher,Bennett Miller,Movie,3,3.5,5/9/2015,5/9/2015,English,Sport,Watched,
Bosch,Michael Connelly,Series,4,4.2,5/9/2015,5/9/2015,English,Crime,Watched,
Mission: Impossible,Brian De Palma,Movie,4,3.6,5/9/2015,5/9/2015,English,Thriller,Watched,
Ida,Pawel Pawlikowski,Movie,4,3.7,4/11/2015,4/11/2015,Polish,Drama,Watched,
The Americans,Joe Weisberg,Series,5,4.2,4/10/2015,4/10/2015,English,Thriller,Watched,
Haute Cuisine,Christian Vincent,Movie,4,3.2,3/28/2015,3/28/2015,French,Cooking,Watched,
Reservoir Dogs,Quentin Tarantino,Movie,4,4.2,3/27/2015,3/27/2015,English,Crime,Watched,
Three Walls,Nagesh Kukunoor,Movie,4,4.0,3/22/2015,3/22/2015,Hindi,Drama,Watched,
Joe,David Gordon Green,Movie,5,3.5,3/20/2015,3/20/2015,English,Drama,Watched,
Groundhog Day,Harold Ramis,Movie,4,4.0,3/6/2015,3/6/2015,English,Comedy,Watched,
The Trip to Italy,Michael Winterbottom,Movie,4,3.3,3/6/2015,3/6/2015,English,Cooking,Watched,
The Sting,George Roy Hill,Movie,4,4.2,2/28/2015,2/28/2015,English,Crime,Watched,
Badlapur,Sriram Raghavan,Movie,4,3.8,2/28/2015,2/28/2015,Hindi,Thriller,Watched,
Butch Cassidy and the Sundance Kid,George Roy Hill,Movie,5,4.1,2/28/2015,2/28/2015,English,Western,Watched,
Ankhon Dekhi,Rajat Kapoor,Movie,5,4.0,2/13/2015,2/13/2015,Hindi,Drama,Watched,
Chef,Jon Favreau,Movie,4,3.7,2/7/2015,2/7/2015,English,Cooking,Watched,
Galaxy Quest,Dean Parisot,Movie,2,3.7,2/2/2015,2/2/2015,English,Comedy,Watched,
The Secret of Kells,"Nora Twomey, Tomm Moore",Movie,3,3.9,2/2/2015,2/2/2015,English,Fantasy,Watched,
Shuddh Desi Romance,Maneesh Sharma,Movie,1,2.9,1/30/2015,1/30/2015,Hindi,Romance,Watched,
Ernest and Celestine,"Stephane Aubier, Benjamin Renner, Vincent Patar",Movie,5,4.0,1/28/2015,1/28/2015,French,Comedy,Watched,
"Lust, Caution",Ang Lee,Movie,4,3.8,1/27/2015,1/27/2015,Chinese,Thriller,Watched,
American Sniper,Clint Eastwood,Movie,3,3.7,1/21/2015,1/21/2015,English,War,Watched,
Offside,Jafar Panahi,Movie,3,3.7,1/21/2015,1/21/2015,Persian,Sport,Watched,
Amores perros,Alejandro Innaritu,Movie,4,4.1,1/17/2015,1/17/2015,Spanish,Drama,Watched,
Homeland,"Howard Gordon, Alex Gansa",Series,2,4.2,1/7/2015,1/7/2015,English,Thriller,Watched,
K-19: The Widowmaker,Kathryn Bigelow,Movie,4,3.4,1/4/2015,1/4/2015,English,War,Watched,
"Eat, Drink, Man, Woman",Ang Lee,Movie,4,3.9,1/1/2015,1/1/2015,Chinese,Drama,Watched,
The Bourne Identity,Doug Liman,Movie,5,4.0,12/31/2014,12/31/2014,English,Thriller,Watched,
The Bourne Supremacy,Paul Greengrass,Movie,5,3.9,12/31/2014,12/31/2014,English,Thriller,Watched,
The Imitation Game,Morten Tyldum,Movie,4,4.0,12/28/2014,12/28/2014,English,Biography,Watched,
Boyhood,Richard Linklater,Movie,5,4.0,12/25/2014,12/25/2014,English,Drama,Watched,
Locke,Steven Knight,Movie,5,3.6,12/25/2014,12/25/2014,English,Drama,Watched,
Lucy,Luc Besson,Movie,2,3.2,12/18/2014,12/18/2014,English,Thriller,Watched,
The Hundred-Foot Journey,Lasse Hallstrom,Movie,4,3.7,12/18/2014,12/18/2014,Hindi,Comedy,Watched,
Django Unchained,Quentin Tarantino,Movie,5,4.2,12/3/2014,12/3/2014,English,Western,Watched,
Dallas Buyers Club,Jean-Marc Vallee,Movie,3,4.0,11/29/2014,11/29/2014,English,Drama,Watched,
Pulp Fiction,Quentin Tarantino,Movie,5,4.5,11/28/2014,11/28/2014,English,Crime,Watched,
Nightcrawler,Dan Gilroy,Movie,5,4.0,11/21/2014,11/21/2014,English,Thriller,Watched,
Magnolia,Paul Thomas Anderson,Movie,1,4.0,11/12/2014,11/12/2014,English,Drama,Watched,
What About Bob?,Frank Oz,Movie,4,3.5,11/12/2014,11/12/2014,English,Comedy,Watched,
Kill Bill: Vol. 2,Quentin Tarantino,Movie,5,4.0,10/30/2014,10/30/2014,English,Thriller,Watched,
Kill Bill: Vol. 1,Quentin Tarantino,Movie,5,4.1,10/28/2014,10/28/2014,English,Thriller,Watched,
Million Dollar Arm,Craig Gillespie,Movie,4,3.5,10/25/2014,10/25/2014,English,Sport,Watched,
Jackie Brown,Quentin Tarantino,Movie,2,3.8,10/22/2014,10/22/2014,English,Thriller,Watched,
The Manchurian Candidate,Jonathan Demme,Movie,2,3.3,10/16/2014,10/16/2014,English,Thriller,Watched,
The Last Emperor,Bernardo Bertolucci,Movie,1,3.9,10/3/2014,10/3/2014,English,History,Watched,
Pushpak,Singeetam Srinivasa Rao,Movie,4,4.4,10/3/2014,10/3/2014,Hindi,Comedy,Watched,
The Long Walk Home,Richard Pearce,Movie,5,3.7,9/16/2014,9/16/2014,English,History,Watched,
Fantastic Mr. Fox,Wes Anderson,Movie,4,4.0,9/14/2014,9/14/2014,English,Comedy,Watched,
Three Days of the Condor,Sydney Pollack,Movie,3,3.8,9/6/2014,9/6/2014,English,Thriller,Watched,
Training Day,Antoine Fuqua,Movie,4,3.9,9/2/2014,9/2/2014,English,Crime,Watched,
The Master,Paul Thomas Anderson,Movie,2,3.6,8/24/2014,8/24/2014,English,Drama,Watched,
Twenty Feet from Stardom,Morgan Neville,Movie,5,3.7,8/24/2014,8/24/2014,English,"Documentary, Music",Watched,
Lone Survivor,Peter Berg,Movie,3,3.8,7/22/2014,7/22/2014,English,Drama,Watched,
Double Indemnity,Billy Wilder,Movie,4,4.2,7/20/2014,7/20/2014,English,Crime,Watched,
Nebraska,Alexander Payne,Movie,5,3.9,7/20/2014,7/20/2014,English,Drama,Watched,
Jack Ryan: Shadow Recruit,Kenneth Branagh,Movie,3,3.1,7/10/2014,7/10/2014,English,Thriller,Watched,
Mandela: Long Walk to Freedom,Justin Chadwick,Movie,4,3.6,7/9/2014,7/9/2014,English,Biography,Watched,
The Two Faces of January,Hossein Amini,Movie,4,3.1,7/9/2014,7/9/2014,English,Thriller,Watched,
That Girl in Yellow Boots,Anurag Kashyap,Movie,4,3.4,7/6/2014,7/6/2014,Hindi,Drama,Watched,
Swades,Ashutosh Gowariker,Movie,2,4.2,7/4/2014,7/4/2014,Hindi,Drama,Watched,
Madras Cafe,Shoojit Sircar,Movie,3,3.9,7/4/2014,7/4/2014,Hindi,Thriller,Watched,
Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,Movie,1,3.4,7/2/2014,7/2/2014,Hindi,Thriller,Watched,
"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,Movie,5,3.6,6/30/2014,6/30/2014,English,Drama,Watched,
Winter's Bone,Debra Granik,Movie,2,3.6,6/28/2014,6/28/2014,English,Drama,Watched,
How to Train Your Dragon 2,Dean DeBlois,Movie,4,3.9,6/28/2014,6/28/2014,English,Fantasy,Watched,
The Grand Budapest Hotel,Wes Anderson,Movie,2,4.1,6/27/2014,6/27/2014,English,Comedy,Watched,
Stanley Ka Dabba,Ritesh Batra,Movie,4,3.9,6/27/2014,6/27/2014,Hindi,Drama,Watched,
Inside Llewyn Davis,"Joel Coen, Ethan Coen",Movie,4,3.8,6/27/2014,6/27/2014,English,Music,Watched,
Her,Spike Jonze,Movie,5,4.0,6/27/2014,6/27/2014,English,Romance,Watched,
Prisoners,Denis Villeneuve,Movie,4,4.1,3/18/2014,3/18/2014,English,Drama,Watched,
I Wish,Hirokazu Koreeda,Movie,3,3.7,3/2/2014,3/2/2014,Japanese,Drama,Watched,
Clockers,Spike Lee,Movie,5,3.5,3/2/2014,3/2/2014,English,Thriller,Watched,
Capote,Bennett Miller,Movie,5,3.7,2/26/2014,2/26/2014,English,Biography,Watched,
Sydney,Paul Thomas Anderson,Movie,4,3.6,2/21/2014,2/21/2014,English,Drama,Watched,
The Attack,Ziad Doueiri,Movie,5,3.6,2/17/2014,2/17/2014,Arabic,Drama,Watched,
The Spectacular Now,James Ponsoldt,Movie,3,3.6,2/16/2014,2/16/2014,English,Comedy,Watched,
Dog Day Afternoon,Sidney Lumet,Movie,3,4.0,2/14/2014,2/14/2014,English,Thriller,Watched,
Captain Phillips,Paul Greengrass,Movie,4,3.9,2/12/2014,2/12/2014,English,Biography,Watched,
Remember the Titans,Boaz Yakin,Movie,4,3.9,2/2/2014,2/2/2014,English,Sport,Watched,
The Iron Lady,Phyllida Lloyd,Movie,3,3.2,1/18/2014,1/18/2014,English,Biography,Watched,
There Will Be Blood,Paul Thomas Anderson,Movie,2,4.1,1/10/2014,1/10/2014,English,Drama,Watched,
Father of my Children,Mia Hansen-Love,Movie,3,3.4,1/10/2014,1/10/2014,English,Drama,Watched,
12 Years a Slave,Steve McQueen,Movie,5,4.1,1/8/2014,1/8/2014,English,History,Watched,
The Cider House Rules,Lasse Hallstrom,Movie,4,3.7,1/5/2014,1/5/2014,English,Drama,Watched,
The Godfather: Part II,Francis Ford Coppola,Movie,4,4.5,1/1/2014,1/1/2014,English,Crime,Watched,
Fawlty Towers,"John Cleese, Connie Booth",Series,4,4.4,1/1/2014,1/1/2014,English,Comedy,Watched,
Lost,"Jeffrey Lieber, J. J. Abrams, Damon Lindelof",Series,4,4.2,1/1/2014,1/1/2014,English,Drama,Watched,
Mr. and Mrs. Iyer,Aparna Sen,Movie,4,4.0,1/1/2014,1/1/2014,Hindi,Drama,Watched,
Annie Hall,Woody Allen,Movie,4,4.0,1/1/2014,1/1/2014,English,Romance,Watched,
Almost Famous,Cameron Crowe,Movie,4,4.0,1/1/2014,1/1/2014,English,Music,Watched,
In Bruges,Martin McDonagh,Movie,4,4.0,1/1/2014,1/1/2014,English,Thriller,Watched,
Lost in Translation,Sofia Coppola,Movie,4,3.9,1/1/2014,1/1/2014,English,Romance,Watched,
Real Steel,Shawn Levy,Movie,4,3.6,1/1/2014,1/1/2014,English,Sport,Watched,
Victory,John Huston,Movie,4,3.3,1/1/2014,1/1/2014,English,"Drama, Sport, War",Watched,
American Hustle,David O. Russell,Movie,5,3.6,1/1/2014,1/1/2014,English,Crime,Watched,
The Hobbit: The Desolation of Smaug,Peter Jackson,Movie,3,3.9,12/29/2013,12/29/2013,English,Fantasy,Watched,
Casino,Martin Scorsese,Movie,1,4.1,12/27/2013,12/27/2013,English,Crime,Watched,
The Color of Money,Martin Scorsese,Movie,3,3.5,12/27/2013,12/27/2013,English,Drama,Watched,
Elysium,Neill Blomkamp,Movie,1,3.3,12/23/2013,12/23/2013,English,Sci-Fi,Watched,
Shatranj Ke Khilari,Satyajit Ray,Movie,5,3.9,12/23/2013,12/23/2013,English,Drama,Watched,
Blue Jasmine,Woody Allen,Movie,4,3.7,12/17/2013,12/17/2013,English,Comedy,Watched,
The World's End,Edgar Wright,Movie,4,3.5,12/17/2013,12/17/2013,English,Comedy,Watched,
Mission: Impossible II,John Woo,Movie,3,3.1,11/24/2013,11/24/2013,English,Thriller,Watched,
Olympus Has Fallen,Antoine Fuqua,Movie,1,3.3,11/10/2013,11/10/2013,English,Thriller,Watched,
C.R.A.Z.Y.,Jean-Marc Vallee,Movie,4,4.0,11/1/2013,11/1/2013,French,Comedy,Watched,
Biutiful,Alejandro G. Inarritu,Movie,4,3.8,10/31/2013,10/31/2013,Spanish,Drama,Watched,
Quiz Show,Robert Redford,Movie,5,3.8,10/27/2013,10/27/2013,English,Drama,Watched,
The Man Who Shot Liberty Valance,John Ford,Movie,5,4.1,10/18/2013,10/18/2013,English,Western,Watched,
The Place Beyond the Pines,Derek Cianfrance,Movie,3,3.7,10/11/2013,10/11/2013,English,Thriller,Watched,
36th precinct,Olivier Marchal,Movie,4,3.6,10/11/2013,10/11/2013,French,Thriller,Watched,
Les Lyonnais,Olivier Marchal,Movie,4,3.5,10/11/2013,10/11/2013,English,Crime,Watched,
Green Zone,Paul Greengrass,Movie,4,3.4,10/11/2013,10/11/2013,English,War,Watched,
